id:ID	:LABEL	comp	condition
decl;ENABLE_MAP_FAILED;;	cVariable	bdb/feature.h/	
decl;ENABLE_MAP_FILE;;	cVariable	bdb/feature.h/	
decl;ENABLE_MAP_HASSEMAPHORE;;	cVariable	bdb/feature.h/	
decl;ENABLE_MAP_NOSYNC;;	cVariable	bdb/feature.h/	
decl;ENABLE_MAXHOSTNAMELEN;;	cVariable	bdb/feature.h/	
decl;ENABLE_MEMBAR_ENTER;;	cVariable	bdb/feature.h/	
decl;ENABLE_MEMCOPY;;	cVariable	bdb/feature.h/	
decl;ENABLE_MEMMOVE;;	cVariable	bdb/feature.h/	
decl;ENABLE_MPOOL_ALLOC_SEARCH_DYN;;	cVariable	bdb/feature.h/	
decl;ENABLE_MPOOL_ALLOC_SEARCH_LIMIT;;	cVariable	bdb/feature.h/	
decl;ENABLE_MUTEX_ALIGN;;	cVariable	bdb/feature.h/	
decl;ENABLE_MUTEX_DIAG;;	cVariable	bdb/feature.h/	
decl;ENABLE_MUTEX_FIELDS;;	cVariable	bdb/feature.h/	
decl;ENABLE_NOTYET;;	cVariable	bdb/feature.h/	
decl;ENABLE_NOT_USED;;	cVariable	bdb/feature.h/	
decl;ENABLE_O_BINARY;;	cVariable	bdb/feature.h/	
decl;ENABLE_O_DSYNC;;	cVariable	bdb/feature.h/	
decl;ENABLE_PTHREAD_STACK_MIN;;	cVariable	bdb/feature.h/	
decl;ENABLE_QDEBUG;;	cVariable	bdb/feature.h/	
decl;ENABLE_QUEUE_MACRO_DEBUG;;	cVariable	bdb/feature.h/	
decl;ENABLE_REP_DIAGNOSTIC;;	cVariable	bdb/feature.h/	
decl;ENABLE_SHA1HANDSOFF;;	cVariable	bdb/feature.h/	
decl;ENABLE_SHM_R;;	cVariable	bdb/feature.h/	
decl;ENABLE_SHM_W;;	cVariable	bdb/feature.h/	
decl;ENABLE_SIGABRT;;	cVariable	bdb/feature.h/	
decl;ENABLE_SIGHUP;;	cVariable	bdb/feature.h/	
decl;ENABLE_SIGINT;;	cVariable	bdb/feature.h/	
